Gene,SubType,Spearman Rho,UniqueMutations,PV,Sig,RoleinCancer,BinnedRole,Pearson,PearsonPValue,EnsemblGeneId,Cellular Component,Biological Process,Molecular Function
DCTN1,Silent,-0.0102154795458846,31,0.956503858956094,N,fusion,"",-0.0689365480449375,0.712509068909132,ENSG00000204843,"GO:0005737|cytoplasm, GO:0005634|nucleus, GO:0016020|membrane, GO:0005813|centrosome, GO:0005829|cytosol, GO:0045111|intermediate filament cytoskeleton, GO:0005856|cytoskeleton, GO:0005874|microtubule, GO:0000922|spindle pole, GO:0005815|microtubule organizing center, GO:0005819|spindle, GO:0000776|kinetochore, GO:0005869|dynactin complex, GO:0030286|dynein complex, GO:0005814|centriole, GO:0005938|cell cortex, GO:0120103|centriolar subdistal appendage, GO:0043005|neuron projection, GO:0043025|neuronal cell body, GO:0005635|nuclear envelope, GO:0099738|cell cortex region, GO:0030904|retromer complex, GO:0035371|microtubule plus-end, GO:0005875|microtubule associated complex, GO:0030424|axon","GO:0051301|cell division, GO:0007049|cell cycle, GO:0007399|nervous system development, GO:0042147|retrograde transport, endosome to Golgi, GO:0000086|G2/M transition of mitotic cell cycle, GO:0010389|regulation of G2/M transition of mitotic cell cycle, GO:0097711|ciliary basal body-plasma membrane docking, GO:0010970|transport along microtubule, GO:0019886|antigen processing and presentation of exogenous peptide antigen via MHC class II, GO:0006888|ER to Golgi vesicle-mediated transport, GO:0036498|IRE1-mediated unfolded protein response, GO:0000132|establishment of mitotic spindle orientation, GO:0000278|mitotic cell cycle, GO:1990535|neuron projection maintenance, GO:0070050|neuron cellular homeostasis, GO:0031116|positive regulation of microtubule polymerization, GO:0090063|positive regulation of microtubule nucleation, GO:0060236|regulation of mitotic spindle organization, GO:0051081|nuclear envelope disassembly, GO:0061744|motor behavior, GO:0007528|neuromuscular junction development, GO:0010457|centriole-centriole cohesion, GO:0021517|ventral spinal cord development, GO:0034454|microtubule anchoring at centrosome, GO:0050905|neuromuscular process, GO:0099558|maintenance of synapse structure, GO:1904398|positive regulation of neuromuscular junction development, GO:1905515|non-motile cilium assembly","GO:0003774|motor activity, GO:0005515|protein binding, GO:0008017|microtubule binding, GO:0070840|dynein complex binding, GO:0015631|tubulin binding, GO:0048156|tau protein binding, GO:0019901|protein kinase binding"
NCOR2,Silent,-0.0136884596968486,60,0.917324323396745,N,TSG,TSG,-0.14596463407727,0.265783239634395,ENSG00000196498,"GO:0005634|nucleus, GO:0005654|nucleoplasm, GO:0000785|chromatin, GO:0016020|membrane, GO:0000790|nuclear chromatin, GO:0016363|nuclear matrix, GO:0000118|histone deacetylase complex, GO:0017053|transcriptional repressor complex, GO:0016604|nuclear body","GO:0007595|lactation, GO:0010243|response to organonitrogen compound, GO:0032355|response to estradiol, GO:0044849|estrous cycle, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0045892|negative regulation of transcription, DNA-templated, GO:0019216|regulation of lipid metabolic process, GO:0060766|negative regulation of androgen receptor signaling pathway, GO:1903799|negative regulation of production of miRNAs involved in gene silencing by miRNA, GO:0072365|regulation of cellular ketone metabolic process by negative regulation of transcription from RNA polymerase II promoter","GO:0003677|DNA binding, GO:0001012|RNA polymerase II regulatory region DNA binding, GO:0003682|chromatin binding, GO:0016922|nuclear receptor binding, GO:0035259|glucocorticoid receptor binding, GO:0042974|retinoic acid receptor binding, GO:0044877|protein-containing complex binding, GO:0046965|retinoid X receptor binding, GO:0005515|protein binding, GO:0043565|sequence-specific DNA binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0003714|transcription corepressor activity, GO:0042826|histone deacetylase binding, GO:0047485|protein N-terminus binding, GO:0005112|Notch binding, GO:0035257|nuclear hormone receptor binding"
MLLT1,Missense,-0.0143837054888514,41,0.928877719045511,N,fusion,"",0.0640290001984295,0.6908400990573,ENSG00000130382,"GO:0005634|nucleus, GO:0005829|cytosol, GO:0005654|nucleoplasm, GO:0001650|fibrillar center, GO:0008023|transcription elongation factor complex","GO:0006355|regulation of transcription, DNA-templated, GO:0006357|regulation of transcription by RNA polymerase II, GO:0006366|transcription by RNA polymerase II, GO:0006368|transcription elongation from RNA polymerase II promoter, GO:0006469|negative regulation of protein kinase activity","GO:0005515|protein binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0003677|DNA binding"
PDGFRB,Silent,-0.0146204790343715,49,0.920577265424068,N,"oncogene, fusion",Oncogene,0.0224912250922634,0.878087910938227,ENSG00000113721,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0016020|membrane, GO:0016021|integral component of membrane, GO:0005794|Golgi apparatus, GO:0043231|intracellular membrane-bounded organelle, GO:0005886|plasma membrane, GO:0031410|cytoplasmic vesicle, GO:0005925|focal adhesion, GO:0005764|lysosome, GO:0005887|integral component of plasma membrane, GO:0043235|receptor complex, GO:0016324|apical plasma membrane, GO:0031226|intrinsic component of plasma membrane, GO:0043202|lysosomal lumen, GO:0009986|cell surface","GO:0048008|platelet-derived growth factor receptor signaling pathway, GO:0030335|positive regulation of cell migration, GO:0006468|protein phosphorylation, GO:0016310|phosphorylation, GO:0007169|transmembrane receptor protein tyrosine kinase signaling pathway, GO:0007165|signal transduction, GO:0007275|multicellular organism development, GO:0048015|phosphatidylinositol-mediated signaling, GO:0006935|chemotaxis, GO:0046488|phosphatidylinositol metabolic process, GO:0046854|phosphatidylinositol phosphorylation, GO:0002244|hematopoietic progenitor cell differentiation, GO:0008284|positive regulation of cell proliferation, GO:0043410|positive regulation of MAPK cascade, GO:0070374|positive regulation of ERK1 and ERK2 cascade, GO:0007186|G protein-coupled receptor signaling pathway, GO:0016477|cell migration, GO:2000379|positive regulation of reactive oxygen species metabolic process, GO:0051897|positive regulation of protein kinase B signaling, GO:0046777|protein autophosphorylation, GO:0000165|MAPK cascade, GO:0060326|cell chemotaxis, GO:0014911|positive regulation of smooth muscle cell migration, GO:0045840|positive regulation of mitotic nuclear division, GO:0048661|positive regulation of smooth muscle cell proliferation, GO:0090280|positive regulation of calcium ion import, GO:0014068|positive regulation of phosphatidylinositol 3-kinase signaling, GO:0072277|metanephric glomerular capillary formation, GO:0018108|peptidyl-tyrosine phosphorylation, GO:0043406|positive regulation of MAP kinase activity, GO:0035791|platelet-derived growth factor receptor-beta signaling pathway, GO:2000573|positive regulation of DNA biosynthetic process, GO:0010863|positive regulation of phospholipase C activity, GO:0035793|positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway, GO:0043552|positive regulation of phosphatidylinositol 3-kinase activity, GO:0050921|positive regulation of chemotaxis, GO:0032956|regulation of actin cytoskeleton organization, GO:0032516|positive regulation of phosphoprotein phosphatase activity, GO:0006024|glycosaminoglycan biosynthetic process, GO:0007568|aging, GO:0008584|male gonad development, GO:0009636|response to toxic substance, GO:0014070|response to organic cyclic compound, GO:0032355|response to estradiol, GO:0032526|response to retinoic acid, GO:0032967|positive regulation of collagen biosynthetic process, GO:0033993|response to lipid, GO:0034405|response to fluid shear stress, GO:0035025|positive regulation of Rho protein signal transduction, GO:0035441|cell migration involved in vasculogenesis, GO:0035556|intracellular signal transduction, GO:0035789|metanephric mesenchymal cell migration, GO:0035909|aorta morphogenesis, GO:0036120|cellular response to platelet-derived growth factor stimulus, GO:0038091|positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway, GO:0042060|wound healing, GO:0042542|response to hydrogen peroxide, GO:0043065|positive regulation of apoptotic process, GO:0043066|negative regulation of apoptotic process, GO:0043627|response to estrogen, GO:0048146|positive regulation of fibroblast proliferation, GO:0048839|inner ear development, GO:0055003|cardiac myofibril assembly, GO:0055093|response to hyperoxia, GO:0060437|lung growth, GO:0060981|cell migration involved in coronary angiogenesis, GO:0061298|retina vasculature development in camera-type eye, GO:0071670|smooth muscle cell chemotaxis, GO:0072075|metanephric mesenchyme development, GO:0072262|metanephric glomerular mesangial cell proliferation involved in metanephros development, GO:0072275|metanephric glomerulus morphogenesis, GO:0072278|metanephric comma-shaped body morphogenesis, GO:0072284|metanephric S-shaped body morphogenesis, GO:2000491|positive regulation of hepatic stellate cell activation","GO:0000166|nucleotide binding, GO:0004672|protein kinase activity, GO:0005524|ATP binding, GO:0016740|transferase activity, GO:0016301|kinase activity, GO:0004713|protein tyrosine kinase activity, GO:0005515|protein binding, GO:0004714|transmembrane receptor protein tyrosine kinase activity, GO:0048407|platelet-derived growth factor binding, GO:0019901|protein kinase binding, GO:0005102|signaling receptor binding, GO:0046934|phosphatidylinositol-4,5-bisphosphate 3-kinase activity, GO:0005088|Ras guanyl-nucleotide exchange factor activity, GO:0019899|enzyme binding, GO:0038085|vascular endothelial growth factor binding, GO:0005161|platelet-derived growth factor receptor binding, GO:0004992|platelet activating factor receptor activity, GO:0005017|platelet-derived growth factor-activated receptor activity, GO:0005019|platelet-derived growth factor beta-receptor activity, GO:0043548|phosphatidylinositol 3-kinase binding"
BCL9L,Silent,-0.0150488145589976,38,0.928546917523714,N,"oncogene, TSG","",-0.0748617298331983,0.655098408232744,ENSG00000186174,"GO:0005634|nucleus, GO:0005730|nucleolus, GO:0005654|nucleoplasm, GO:1990907|beta-catenin-TCF complex","GO:0010718|positive regulation of epithelial to mesenchymal transition, GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0030512|negative regulation of transforming growth factor beta receptor signaling pathway, GO:0060070|canonical Wnt signaling pathway, GO:1904837|beta-catenin-TCF complex assembly, GO:0022604|regulation of cell morphogenesis, GO:0035019|somatic stem cell population maintenance, GO:0035914|skeletal muscle cell differentiation, GO:1903508|positive regulation of nucleic acid-templated transcription","GO:0003713|transcription coactivator activity, GO:0008013|beta-catenin binding"
JAK1,Missense,-0.0217630562855189,105,0.825589564885449,N,"oncogene, TSG","",-0.0450202586476254,0.648368773294425,ENSG00000162434,"GO:0005737|cytoplasm, GO:0005634|nucleus, GO:0016020|membrane, GO:0005856|cytoskeleton, GO:0005925|focal adhesion, GO:0005829|cytosol, GO:0012505|endomembrane system, GO:0005768|endosome","GO:1903672|positive regulation of sprouting angiogenesis, GO:0006468|protein phosphorylation, GO:0016310|phosphorylation, GO:0035556|intracellular signal transduction, GO:0018108|peptidyl-tyrosine phosphorylation, GO:0019221|cytokine-mediated signaling pathway, GO:0035722|interleukin-12-mediated signaling pathway, GO:0000165|MAPK cascade, GO:0060333|interferon-gamma-mediated signaling pathway, GO:0038111|interleukin-7-mediated signaling pathway, GO:0060334|regulation of interferon-gamma-mediated signaling pathway, GO:0070102|interleukin-6-mediated signaling pathway, GO:0060337|type I interferon signaling pathway, GO:0046677|response to antibiotic, GO:0070106|interleukin-27-mediated signaling pathway, GO:0070757|interleukin-35-mediated signaling pathway, GO:0038110|interleukin-2-mediated signaling pathway, GO:0035723|interleukin-15-mediated signaling pathway, GO:0038113|interleukin-9-mediated signaling pathway, GO:0038114|interleukin-21-mediated signaling pathway","GO:0046872|metal ion binding, GO:0000166|nucleotide binding, GO:0004672|protein kinase activity, GO:0005524|ATP binding, GO:0016740|transferase activity, GO:0016301|kinase activity, GO:0004713|protein tyrosine kinase activity, GO:0005515|protein binding, GO:0004715|non-membrane spanning protein tyrosine kinase activity, GO:0031625|ubiquitin protein ligase binding, GO:0019903|protein phosphatase binding, GO:0005088|Ras guanyl-nucleotide exchange factor activity, GO:0005131|growth hormone receptor binding, GO:0031730|CCR5 chemokine receptor binding"
GATA2,Missense,-0.0230696839769033,47,0.877673316229512,N,Oncogene,Oncogene,0.0290429771431379,0.846341972372316,ENSG00000179348,"GO:0005737|cytoplasm, GO:0005634|nucleus, GO:0005654|nucleoplasm, GO:0032991|protein-containing complex","GO:0010628|positive regulation of gene expression, GO:0010629|negative regulation of gene expression, GO:0045766|positive regulation of angiogenesis, GO:2000352|negative regulation of endothelial cell apoptotic process, GO:1903589|positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis, GO:0090050|positive regulation of cell migration involved in sprouting angiogenesis, GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0006355|regulation of transcription, DNA-templated, GO:0006351|transcription, DNA-templated, GO:0030097|hemopoiesis, GO:0006909|phagocytosis, GO:0050766|positive regulation of phagocytosis, GO:0045599|negative regulation of fat cell differentiation, GO:0070345|negative regulation of fat cell proliferation, GO:0007596|blood coagulation, GO:1902895|positive regulation of pri-miRNA transcription by RNA polymerase II, GO:1902036|regulation of hematopoietic stem cell differentiation, GO:0035854|eosinophil fate commitment, GO:0048565|digestive tract development, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0001655|urogenital system development, GO:0001709|cell fate determination, GO:0001764|neuron migration, GO:0001892|embryonic placenta development, GO:0007204|positive regulation of cytosolic calcium ion concentration, GO:0010725|regulation of primitive erythrocyte differentiation, GO:0021514|ventral spinal cord interneuron differentiation, GO:0021533|cell differentiation in hindbrain, GO:0021902|commitment of neuronal cell to specific neuron type in forebrain, GO:0021954|central nervous system neuron development, GO:0021983|pituitary gland development, GO:0030154|cell differentiation, GO:0030182|neuron differentiation, GO:0033993|response to lipid, GO:0035019|somatic stem cell population maintenance, GO:0035065|regulation of histone acetylation, GO:0042472|inner ear morphogenesis, GO:0043306|positive regulation of mast cell degranulation, GO:0045638|negative regulation of myeloid cell differentiation, GO:0045648|positive regulation of erythrocyte differentiation, GO:0045650|negative regulation of macrophage differentiation, GO:0045654|positive regulation of megakaryocyte differentiation, GO:0045666|positive regulation of neuron differentiation, GO:0045746|negative regulation of Notch signaling pathway, GO:0048469|cell maturation, GO:0048663|neuron fate commitment, GO:0048873|homeostasis of number of cells within a tissue, GO:0060100|positive regulation of phagocytosis, engulfment, GO:0060216|definitive hemopoiesis, GO:0060872|semicircular canal development, GO:0090102|cochlea development, GO:0097154|GABAergic neuron differentiation, GO:2000178|negative regulation of neural precursor cell proliferation, GO:2000977|regulation of forebrain neuron differentiation","GO:0008270|zinc ion binding, GO:0046872|metal ion binding, GO:0003677|DNA binding, GO:0003700|DNA-binding transcription factor activity, GO:0043565|sequence-specific DNA binding, GO:0005515|protein binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0000978|RNA polymerase II proximal promoter sequence-specific DNA binding, GO:0003682|chromatin binding, GO:0008134|transcription factor binding, GO:0070742|C2H2 zinc finger domain binding, GO:0000980|RNA polymerase II distal enhancer sequence-specific DNA binding, GO:0001158|enhancer sequence-specific DNA binding, GO:0001228|DNA-binding transcription activator activity, RNA polymerase II-specific"
TBX3,Silent,-0.024026113414799,28,0.90340973958561,N,"oncogene, TSG","",-0.0289157642341135,0.88387235552949,ENSG00000135111,GO:0005634|nucleus,"GO:0006355|regulation of transcription, DNA-templated, GO:0007275|multicellular organism development, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0001501|skeletal system development, GO:0006357|regulation of transcription by RNA polymerase II, GO:0008284|positive regulation of cell proliferation, GO:0043066|negative regulation of apoptotic process, GO:0045892|negative regulation of transcription, DNA-templated, GO:0045662|negative regulation of myoblast differentiation, GO:0007569|cell aging, GO:0008595|anterior/posterior axis specification, embryo, GO:0009887|animal organ morphogenesis, GO:0030539|male genitalia development, GO:0030540|female genitalia development, GO:0030879|mammary gland development, GO:0032275|luteinizing hormone secretion, GO:0035115|embryonic forelimb morphogenesis, GO:0035136|forelimb morphogenesis, GO:0042733|embryonic digit morphogenesis, GO:0045787|positive regulation of cell cycle, GO:0046884|follicle-stimulating hormone secretion, GO:0048332|mesoderm morphogenesis, GO:0090398|cellular senescence, GO:0001568|blood vessel development, GO:0001701|in utero embryonic development, GO:0001947|heart looping, GO:0003007|heart morphogenesis, GO:0003151|outflow tract morphogenesis, GO:0003167|atrioventricular bundle cell differentiation, GO:0010159|specification of animal organ position, GO:0019827|stem cell population maintenance, GO:0021761|limbic system development, GO:0030857|negative regulation of epithelial cell differentiation, GO:0035050|embryonic heart tube development, GO:0035108|limb morphogenesis, GO:0035116|embryonic hindlimb morphogenesis, GO:0042127|regulation of cell proliferation, GO:0045893|positive regulation of transcription, DNA-templated, GO:0055007|cardiac muscle cell differentiation, GO:0060021|roof of mouth development, GO:0060412|ventricular septum morphogenesis, GO:0060444|branching involved in mammary gland duct morphogenesis, GO:0060596|mammary placode formation, GO:0060923|cardiac muscle cell fate commitment, GO:0060931|sinoatrial node cell development, GO:2000648|positive regulation of stem cell proliferation","GO:0003677|DNA binding, GO:0003700|DNA-binding transcription factor activity, GO:0005515|protein binding, GO:0043565|sequence-specific DNA binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0000978|RNA polymerase II proximal promoter sequence-specific DNA binding, GO:0001227|DNA-binding transcription repressor activity, RNA polymerase II-specific, GO:0001085|RNA polymerase II transcription factor binding, GO:0001102|RNA polymerase II activating transcription factor binding"
COL2A1,Missense,-0.0263475387460309,143,0.754767157824069,N,fusion,"",-0.0106313396332673,0.899716016407012,ENSG00000139219,"GO:0005576|extracellular region, GO:0005581|collagen trimer, GO:0005615|extracellular space, GO:0062023|collagen-containing extracellular matrix, GO:0031012|extracellular matrix, GO:0005788|endoplasmic reticulum lumen, GO:0005585|collagen type II trimer, GO:0005604|basement membrane, GO:0005737|cytoplasm","GO:0050776|regulation of immune response, GO:0001501|skeletal system development, GO:0007601|visual perception, GO:0030198|extracellular matrix organization, GO:0030199|collagen fibril organization, GO:0007605|sensory perception of sound, GO:0001502|cartilage condensation, GO:0001503|ossification, GO:0001894|tissue homeostasis, GO:0001958|endochondral ossification, GO:0002062|chondrocyte differentiation, GO:0003007|heart morphogenesis, GO:0006029|proteoglycan metabolic process, GO:0007417|central nervous system development, GO:0010468|regulation of gene expression, GO:0030903|notochord development, GO:0035108|limb morphogenesis, GO:0042472|inner ear morphogenesis, GO:0048705|skeletal system morphogenesis, GO:0048839|inner ear development, GO:0051216|cartilage development, GO:0060021|roof of mouth development, GO:0060174|limb bud formation, GO:0060272|embryonic skeletal joint morphogenesis, GO:0060348|bone development, GO:0060351|cartilage development involved in endochondral bone morphogenesis, GO:0071599|otic vesicle development, GO:0071773|cellular response to BMP stimulus, GO:0097065|anterior head development, GO:2001240|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","GO:0046872|metal ion binding, GO:0005201|extracellular matrix structural constituent, GO:0030020|extracellular matrix structural constituent conferring tensile strength, GO:0042802|identical protein binding, GO:0042289|MHC class II protein binding, GO:0048407|platelet-derived growth factor binding, GO:0043394|proteoglycan binding"
RANBP2,Missense,-0.0266661587913909,212,0.699468332113831,N,"TSG, fusion",TSG,0.091269919690159,0.18556352230222,ENSG00000153201,"GO:0005634|nucleus, GO:0016020|membrane, GO:0005643|nuclear pore, GO:0005737|cytoplasm, GO:0005829|cytosol, GO:0005635|nuclear envelope, GO:0031965|nuclear membrane, GO:0005642|annulate lamellae, GO:0042405|nuclear inclusion body, GO:0044615|nuclear pore nuclear basket, GO:0005739|mitochondrion, GO:0044614|nuclear pore cytoplasmic filaments, GO:1990723|cytoplasmic periphery of the nuclear pore complex","GO:0051028|mRNA transport, GO:0015031|protein transport, GO:0000413|protein peptidyl-prolyl isomerization, GO:0006457|protein folding, GO:0043547|positive regulation of GTPase activity, GO:0046907|intracellular transport, GO:0006607|NLS-bearing protein import into nucleus, GO:0006406|mRNA export from nucleus, GO:0016032|viral process, GO:0016925|protein sumoylation, GO:0051642|centrosome localization, GO:0001975|response to amphetamine, GO:0006111|regulation of gluconeogenesis, GO:0033133|positive regulation of glucokinase activity","GO:0003723|RNA binding, GO:0046872|metal ion binding, GO:0016740|transferase activity, GO:0005515|protein binding, GO:0005096|GTPase activator activity, GO:0008536|Ran GTPase binding, GO:0019789|SUMO transferase activity, GO:0044877|protein-containing complex binding"
